Sample Size,Model,Metric,Mean,STD
2000,DR,mse,2.2220033087655167,2.134031885842871
2000,CF,mse,1162.0467510292074,300.60153870169177
2000,T (LR),mse,0.041729527772449336,0.0128455397129024
2000,S (LR),mse,2894.956317938632,662.9156376573553
2000,X (RF),mse,783.5986594938321,169.23553400614975
2000,T (RF),mse,1287.2876052035397,217.99945593380153
2000,S (RF),mse,2710.0783790476166,602.8236373719346
2000,LR,bias,-0.39594174951656136,3.037940012488659
2000,X (LR),bias,-0.001226736134708799,0.04611513566689196
2000,DR,bias,0.023834981491385437,0.26218481708512953
2000,CF,bias,0.025604884749346028,0.37208203650732996
2000,T (LR),bias,-0.0012267361347088836,0.04611513566689198
2000,S (LR),bias,-0.011303692878758969,0.15206402564559765
2000,X (RF),bias,-0.18149588091889324,1.171509221553519
2000,T (RF),bias,-0.3619289281221176,1.8638934398676865
2000,S (RF),bias,-0.04184787960959826,1.0512676793550928
2000,LR,r2,0.04153109639140559,0.05599212609728024
2000,X (LR),r2,0.9999847355907996,6.085056089298106e-06
2000,DR,r2,0.999212602338766,0.0007639395248038249
2000,CF,r2,0.6001020856321102,0.03744687239671568
2000,T (LR),r2,0.9999847355907996,6.0850560892994565e-06
2000,S (LR),r2,-7.53233974383094e-06,1.206139324175095e-05
2000,X (RF),r2,0.7267355368241575,0.03086094337537297
2000,T (RF),r2,0.5318750635575111,0.1374855218333968
2000,S (RF),r2,0.06179107980020321,0.031115828197583063
10000,LR,mse,2659.4205228731907,645.2270035519145
10000,X (LR),mse,0.008521084779684263,0.002477835298290589
10000,DR,mse,0.35439479996285994,0.5631116891253225
10000,CF,mse,844.5445525041042,256.0717818798026
10000,T (LR),mse,0.008521084779683566,0.00247783529829115
10000,S (LR),mse,2802.9642765927174,692.5945329022519
10000,X (RF),mse,527.0004747595204,143.70779696139996
10000,T (RF),mse,988.0124874689559,138.36861218596133
10000,S (RF),mse,2416.7512487831987,556.6883201330962
10000,LR,bias,-0.04786893449098331,1.489574941209462
10000,X (LR),bias,-0.0018960856909759922,0.022179268860608843
10000,DR,bias,0.000346608447200852,0.07580862619039029
10000,CF,bias,0.01442923300517948,0.10999434879938517
10000,T (LR),bias,-0.001896085690976411,0.022179268860609103
10000,S (LR),bias,-0.001389079009238431,0.03379907550749165
10000,X (RF),bias,-0.04686672991690914,0.3844120848661527
10000,T (RF),bias,-0.10650489531686823,0.7905616181182256
10000,S (RF),bias,-0.13369888763488005,0.5624026515454851
10000,LR,r2,0.048398621476376705,0.055328532263736435
10000,X (LR),r2,0.9999967142324008,1.4669490315796701e-06
10000,DR,r2,0.9998777598783232,0.00018923923376547495
10000,CF,r2,0.7011584130546459,0.03640226750860439
10000,T (LR),r2,0.9999967142324008,1.4669490315757372e-06
10000,S (LR),r2,-4.325862771303868e-07,6.768529226920087e-07
10000,X (RF),r2,0.8114703392411587,0.02142874539901312
10000,T (RF),r2,0.6276966994882067,0.09612182398811958
10000,S (RF),r2,0.13100065501552036,0.0684870141149439
